,7h,12h,16h,24h
YKL068W-A,1049.18,886.738,522.194,574.056
YDR047W,51.5912,60.7314,21.4182,11.6011
YDL239C,0.406315,1.32869,1.54239,3.62998
YFL012W,0,0,0,0
YJL020C,14.9254,14.6355,8.54464,7.10033
YDR257C,14.7538,12.3287,7.06602,6.79842
YMR032W,6.64607,1.00603,0.0473337,0.151115
YHR170W,118.413,112.481,87.1228,71.1737
YPR033C,117.222,111.218,68.5098,52.4701
YLR316C,20.5308,17.718,13.8899,8.2977
YJR043C,13.0921,6.67105,3.06656,3.81129
YNL279W,1.8925,2.57484,1.66625,1.55278
YLR091W,12.3449,16.4606,22.7105,16.8938
YGL245W,88.8587,74.3664,23.6778,16.5061
YDR505C,10.2188,18.0606,16.6178,15.7776
YPR137C-A,0,0,0.000368563,0
YGR124W,86.6484,106.346,89.5418,84.7974
YJL167W,361.155,459.362,79.4193,35.8205
YKL180W,1350.02,1073.99,500.883,170.296
YER044C,2237.47,4007.55,2227.27,1528.1
YPR117W,5.03467,7.46443,6.4505,5.78179
YLR467W,1.0719,0.790754,0.515892,0.497334
YLR351C,50.0473,47.2768,20.5995,10.6143
YEL040W,60.3846,34.9449,19.066,27.3546
YEL006W,27.1186,29.014,22.2227,17.893
YHR107C,36.8432,26.5649,12.9799,10.1284
5220,0,0,0,0
YDR067C,37.0604,31.2963,20.0745,13.9544
YOL125W,27.593,32.6864,30.5702,19.5041
YDR341C,142.642,99.2113,39.8052,25.101
YML005W,19.4613,17.5861,12.3795,14.998
YOL094C,24.5288,20.3165,10.523,7.33553
883,4.13669,5.27158,6.6157,14.8434
YHR137W,3.35602,4.33337,1.77831,3.35133
YBR038W,20.7705,5.20494,1.32777,0.510937
YDR261C-C,0,0,0,0
YER051W,7.87814,14.6835,19.1651,17.3423
YPL052W,7.33663,7.85788,9.42576,10.389
YKR052C,7.82997,14.4,20.9303,16.0297
YDL052C,80.9274,93.9716,97.442,59.1081
YIL029C,1.33901,5.66727,3.16334,1.22824
YBR169C,9.25286,30.9102,122.759,254.717
YJR050W,15.692,12.9381,17.3025,15.0127
YGR050C,21.2503,44.4015,28.2108,18.121
YPR101W,25.4831,24.3694,17.604,21.5402
YNL034W,0.944873,0.90878,2.46656,1.98106
YEL047C,106.982,65.1919,17.4662,15.3519
YLR424W,3.14917,2.78936,1.90374,1.1051
YOR385W,11.9905,9.3643,4.76112,2.96096
YNL335W,9.49041,10.9294,5.87497,4.86796
YOR223W,4.58657,8.39981,16.115,22.0931
YKL064W,15.6944,17.8267,18.1692,13.9865
YPL175W,20.2334,18.9438,18.1289,12.9708
YCR031C,4038.33,3225.19,1798.14,493.267
YOR236W,26.4465,26.0286,9.4893,5.95894
YGR246C,9.78276,9.51175,8.36058,8.40268
YBL034C,4.24052,2.55362,1.28371,0.819456
YGR092W,8.00382,4.45814,3.59664,5.69891
YLR403W,42.2747,52.173,58.7582,57.0054
YPL124W,4.42133,2.09595,1.26834,0.842834
YDL027C,9.11092,16.6821,10.3986,7.02765
YDL207W,12.0693,9.269,15.1807,10.5742
YDL235C,102.588,89.5268,40.0411,19.9385
YDR043C,86.5061,83.0448,109.505,226.884
YMR229C,34.6579,30.3313,18.8655,13.9126
YER119C,5.20987,18.1192,24.0447,27.8724
YLL006W-A,0,0,0,0
YDR532C,3.20391,2.15281,3.845,5.15844
YEL068C,55.9233,55.4104,17.4527,5.04086
YJL114W,4.84524E-05,0.297483,0,0.0331558
YGR131W,2.45973,6.33925,7.39336,11.6333
YPL215W,25.5251,38.6502,33.5411,31.0367
YCL063W,39.3379,9.31551,2.31548,0.588287
YDL167C,47.7568,37.772,18.1382,9.94457
YOR008C,116.389,97.8474,90.0877,50.8
YLR358C,16.5181,13.57,10.9958,11.2429
YDR228C,9.46287,8.87682,4.55583,4.61312
YGL015C,0.515222,0.405328,0.493305,1.20924
YJL181W,7.03853,7.47834,6.35395,3.38359
YGL215W,150.752,143.376,102.198,84.4073
YBR223C,2.64179,3.73761,3.491,2.43506
YKL139W,9.52234,10.3616,9.78032,14.0422
YNL309W,8.69654,6.64463,4.43769,4.19945
YDR359C,5.37322,3.79774,2.81103,4.50659
YML051W,33.3511,47.935,25.7927,22.2594
YNL246W,48.3619,43.7645,26.3613,19.605
YDR131C,5.02544,4.91869,2.55585,2.31447
YBR246W,34.1495,36.3939,16.3205,13.0414
YBL056W,63.2455,54.3716,52.3692,48.4878
YKL176C,30.1695,37.0287,36.1562,30.5684
YIL116W,200.528,93.9446,15.715,14.5731
YKL032C,53.3731,41.061,28.0029,24.5094
YPR084W,13.7313,18.0421,17.9755,15.8493
YBR243C,23.521,16.2249,23.8597,26.6384
YOR166C,15.9277,11.6636,7.40476,4.58262
YLR238W,5.39394,4.2122,3.52605,3.23518
YLR016C,44.3825,54.7727,51.4296,40.3432
YPL192C,7.33917,24.4959,9.5231,4.61353
YEL023C,4.01969,5.6527,2.16821,1.0852
YOR280C,15.5906,14.167,5.66117,0.79092
YER052C,346.139,236.96,112.344,191.66
YAL026C,10.5834,11.555,4.9403,4.54419
YJL170C,3.82618,7.2163,12.9478,12.6733
YKR060W,38.3207,39.6803,25.1273,17.7735
YDL225W,21.3719,15.767,13.5197,11.3094
YAL009W,15.6962,24.1822,11.706,7.62568
YPL115C,9.99978,10.2512,10.5155,9.41125
YMR237W,18.4928,15.2633,8.53696,5.38587
YBR207W,18.3648,47.944,58.3275,55.9333
YEL065W,0.755007,1.44257,0.474329,0.350842
YIL172C,0.947945,1.41787,1.63593,2.88911
YOL080C,39.454,33.5454,28.17,27.3009
YAL061W,2.9227,6.07372,26.0742,130.93
YLR459W,28.2149,32.0187,47.5012,38.2252
YDL198C,213.233,193.043,67.2715,99.909
YHR055C,1727.72,1122.32,713.253,1022.96
YHL036W,54.0385,38.5925,59.2995,107.586
YJL093C,5.50572,6.44255,16.484,17.6592
YLR453C,4.24642,4.08575,1.28011,0.785367
YHL025W,25.4878,27.3198,31.7078,19.5211
YFL018C,84.3845,161.259,57.7293,31.3899
YOR143C,55.4601,47.2877,3.0726,1.23001
YLR328W,46.6893,34.3426,32.1131,27.6549
YHR123W,26.6746,21.053,10.5982,9.43727
YDR447C,833.628,587.334,294.884,87.6355
YJL117W,101.73,114.559,70.1414,48.4425
YDR374C,0.262627,0,0.461449,0.993951
YBL029W,17.5971,19.4922,13.5003,11.4885
YDL112W,13.9831,12.0352,4.67926,3.69536
YOR341W,68.0655,66.7199,37.1716,28.6225
YDL063C,59.5004,52.5713,33.8085,24.8793
YCL035C,926.009,1158.1,1540.36,1206.09
YJR160C,0,0,0.0665938,0.171697
YER021W,35.1219,40.6117,42.6841,53.6865
YBR220C,20.1825,22.6225,13.2933,13.4123
YER160C,1.74314,1.58687,0,0.274622
YIL035C,50.222,34.4108,21.2362,15.6741
YDR463W,53.6686,45.3488,54.6694,48.7457
YPR192W,0.119984,0,0.288572,0.123703
YIL033C,39.8451,87.9668,72.411,52.2476
YCL014W,5.10973,2.14893,1.78786,1.59117
YOR008C-A,5.70964,0.834412,1.92164,2.10402
YJR123W,3522.79,2267.86,1108.79,313.436
YIL102C-A,96.824,113.786,123.465,141.064
YLR126C,9.55436,9.9215,5.67268,5.07712
YGL058W,80.0061,83.2131,103.154,103.54
YDR390C,17.624,11.4659,5.07925,2.05112
YBL066C,4.73082,6.65596,7.36889,7.39973
YIL046W,22.9281,27.0539,34.1843,27.8233
YHR056C,13.3448,7.96287,5.52928,4.20973
YER030W,31.6075,24.4227,18.798,13.4855
YBR055C,6.64736,6.52383,3.68554,2.63846
YKL027W,52.4064,45.1985,35.3872,22.8799
YGR250C,13.8529,21.7898,65.5627,232.335
YPR019W,11.6848,11.8112,12.6671,11.5894
YDR534C,0.560138,1.50859,1.84825,0.846782
YDR337W,17.4074,25.5626,28.5277,19.4236
YGR027C,3488.65,2327.43,1129.22,350.476
YNR006W,11.5755,13.762,14.3798,13.66
YDL079C,10.6752,15.6083,132.711,212.148
YNL188W,6.35595,8.23396,6.24642,4.96649
YNR060W,2.1426,8.00884,5.1489,4.26196
YMR121C,24.9011,33.3808,25.975,18.308
YLR178C,29.3759,288.4,687.68,475.421
YBR154C,169.943,142.902,82.9822,41.0742
YKL089W,3.62104,1.70783,1.99182,2.79115
YFL013C,14.8381,11.5887,7.19568,3.92977
YDR109C,12.4636,12.3673,4.71402,2.7648
YCR043C,267.194,211.804,136.117,89.7759
YGL051W,4.22073,5.21133,2.76169,2.02963
YJL136C,3532.15,2156.57,1183.4,334.675
YJR084W,12.5798,11.0499,3.89422,1.08841
YOR305W,31.7902,27.7995,15.0186,7.35836
YML078W,145.994,244.322,132.244,68.9018
YKR051W,9.03633,13.3597,12.5893,11.374
YOR089C,82.7998,77.8742,67.0828,66.9638
YBR044C,11.1999,22.793,9.60831,4.24735
YPL095C,23.205,66.2849,131.917,115.289
YML019W,32.9533,27.0873,13.8115,14.235
YKL222C,4.69444,4.66229,4.30312,2.18877
YPL002C,21.5711,26.5602,21.3817,18.5864
YPR080W,5815.39,5443.7,4431.87,2917.58
YER090W,91.5935,69.3572,30.2871,20.8693
YAR068W,15.8851,14.1615,9.65592,8.6652
YDR013W,17.134,20.3326,17.2152,16.8029
YDR169C,13.375,14.5836,14.5652,15.9359
YHR036W,14.3364,15.3066,12.59,9.25681
YGR187C,55.761,40.4998,16.7853,8.76298
YFL028C,85.2941,89.2256,45.1746,26.366
YJL222W,3.38847,3.12564,1.28007,1.19361
YGR122W,6.38577,5.388,4.0166,1.60428
YFL027C,6.68088,5.44512,2.80733,1.22451
YMR031C,4.21627,3.61655,6.73238,9.04421
YOL057W,14.4969,10.6405,1.30286,1.29139
YJR073C,31.8551,150.68,44.1647,26.7224
YOR103C,189.376,160.51,67.0894,41.7188
YML077W,62.2174,51.0792,22.9479,11.4696
YNL156C,75.7582,135.474,151.223,138.278
YFL047W,9.21082,12.8829,7.87346,5.8563
Q0055,1.02894,1.2308,0.738558,1.75586
YOR247W,504.249,163.913,69.0291,19.6425
YPR168W,36.0224,20.5634,13.7283,6.92863
YGR077C,20.6169,21.9018,12.5021,7.61615
YPL085W,6.37204,4.19665,1.84264,1.31522
YPR097W,9.00518,6.46366,5.35005,4.64844
YPR023C,22.6513,34.8354,55.7224,56.5751
YKL101W,7.27062,1.76358,0.691889,0.472804
YLR134W,1037.14,2742.31,893.69,260.705
YKL109W,94.6026,100.462,210.882,236.955
YJL011C,51.0156,38.0137,25.0339,17.3304
YCR010C,0.447535,0.562868,0.507484,1.0851
YNL127W,4.2891,3.68181,2.30296,2.32482
YJR040W,11.1379,12.4242,10.9504,9.05639
YKL170W,50.3639,70.9937,60.7281,24.8637
YFR038W,7.86117,3.90543,2.11577,1.53444
YER060W,17.7844,10.5601,6.56083,5.78635
YGR036C,51.6448,88.1281,63.5472,69.1533
YPL023C,28.3434,23.1643,17.0954,17.442
YLL067C,0,0,0,0
YGR009C,15.0757,11.3433,12.3738,18.6815
YMR127C,28.643,26.4737,30.3205,22.0199
YOR079C,34.8904,31.0397,18.8602,11.3851
YFR035C,69.7477,68.9106,42.6567,16.4904
YCR067C,16.2837,16.3027,8.25731,10.9476
YLR343W,2.84033,3.18034,6.56057,5.07334
YDR069C,4.19539,7.89607,11.2506,11.1322
YCR091W,2.40628,2.15917,2.39532,2.53473
YPL087W,47.4471,219.792,424.448,402.097
YML018C,208.763,185.013,210.375,159.392
YHL033C,660.606,457.697,300.571,97.0365
YJR060W,12.247,11.4364,6.96855,6.99144
YOR058C,9.86557,5.53423,3.56014,3.66973
YIR015W,22.0005,22.8965,24.0162,14.6419
YBR047W,9.8654,21.5253,15.2427,11.0266
YAL023C,99.2605,86.8834,97.424,63.7239
YLR289W,3.42777,5.72887,5.98936,3.66783
YLR027C,158.388,152.232,183.825,151.398
YPL170W,299.356,394.694,231.435,163.179
YGR249W,5.12363,6.38718,14.5857,52.0636
YNL084C,29.3038,19.5441,13.5458,11.6849
YJL081C,26.3901,19.7185,11.1671,9.45232
YOL023W,4.01597,9.68601,8.75631,5.91014
23,23.6771,41.1715,51.1575,44.9071
YPL200W,0,1.23739,1.37964,2.29214
YLR378C,72.938,58.0927,38.585,33.4744
YDR174W,208.775,234.696,158.164,90.0048
YER059W,8.26731,6.11306,3.28935,1.44044
YPL222W,2.67196,12.8889,6.99551,4.80733
YHR131C,10.5627,11.9139,13.3985,8.68837
YLL019C,14.0573,24.5689,24.7257,32.8068
YBR229C,8.03478,13.4653,8.78153,5.60605
YBL088C,2.95902,2.91408,1.66864,1.11721
YNL312W,47.1472,32.3563,23.5628,27.7091
YLL032C,5.06085,3.87322,3.07941,2.56855
YNL135C,838.87,662.641,251.675,185.892
YDR294C,37.1669,43.1082,37.1428,25.7131
YLR419W,5.51539,5.37123,1.32581,0.797346
YGR140W,8.2549,3.79822,3.06457,6.30952
YOR080W,4.45893,3.07564,1.43477,0.556211
YNR019W,171.084,215.403,162.205,126.9
YDR045C,138.004,116.501,78.214,41.9187
YLL026W,7.72007,20.4345,181.354,431.215
YHL009W-B,0.193928,0.0940483,0.0700271,0.0413649
YGL120C,70.7377,67.6517,39.2974,25.6506
YGL100W,43.3268,40.1647,30.9055,19.3332
YGR081C,49.5982,40.9249,28.7169,13.7721
YBL091C,54.4615,51.7767,29.9471,19.6984
YIL123W,117.273,27.18,11.6019,4.91546
YOR387C,2.41169,2.20838,1.52292,0.307034
YNL269W,0.763824,3.60456,9.81396,12.419
YLR080W,1.26725,4.74892,2.98813,2.01123
YLR274W,12.7935,17.6031,12.9541,12.6418
YLR078C,19.7713,21.8019,15.6761,12.0077
YMR270C,20.7565,13.258,8.11072,7.76062
YDL042C,13.5265,13.8461,5.20459,4.36162
YPL029W,6.56658,10.6465,5.07048,2.15334
YKL055C,5.0315,6.19102,5.36025,6.98338
YJR146W,3.03427,10.0063,10.626,11.3052
YGR012W,23.1818,20.07,15.5748,13.2274
YDL219W,32.5582,17.9582,8.7603,4.16439
YAL018C,0,0,0,0.114541
YBL039W-B,12.7535,32.5618,12.298,2.55036
YPL224C,16.6762,29.2695,24.8523,21.7514
YJR135W-A,133.241,197.302,94.9821,36.7862
YPR052C,386.686,240.523,116.118,130.827
YLL008W,42.2674,35.6103,25.9238,18.0531
YLR318W,6.56065,8.42125,4.31483,2.29446
YJR100C,20.0831,32.83,21.3077,9.86765
YOR384W,2.00013,1.77987,1.82371,1.71838
YJR082C,67.4096,107.216,93.7289,76.8235
YHR205W,39.4393,50.7631,35.6866,27.4334
YLR190W,97.6383,24.528,12.4501,4.30956
YKL162C,2.00032,2.42839,3.13667,3.24421
YGL226W,28.5044,31.3801,30.4777,20.8654
YJR056C,42.0898,38.7816,17.2083,10.9838
YJL132W,1.54306,6.18036,4.83887,4.96702
YNL227C,11.8162,9.65191,6.34007,5.68385
YKR100C,34.8232,42.6997,50.5538,35.4108
YNL042W,5.62117,7.8739,8.19029,13.2952
YNL258C,8.4009,7.34547,6.6941,5.97133
YLR212C,21.5465,6.6375,2.04019,0.850874
YOR351C,0.651309,1.90656,1.48226,1.48799
YIR034C,223.931,121.993,33.0932,59.8473
YML035C,20.8842,31.0314,18.379,10.8103
YMR211W,9.10857,7.40412,2.67661,2.83275
YLR387C,18.9545,16.091,16.5433,31.3713
YGL207W,27.3826,19.7699,12.7016,10.4183
YGL106W,155.516,126.912,66.1087,25.9667
YKL138C-A,56.6175,43.8288,40.5637,33.7067
YPL244C,53.9873,57.2859,41.5112,36.371
YOL132W,3.11347,4.31889,4.54638,6.99905
YLR036C,9.97311,9.42664,5.69452,3.96747
YLR039C,4.61204,3.36414,1.16586,0.34524
YMR288W,5.03881,5.1239,4.33073,2.93755
YGL178W,22.5466,23.2261,22.9198,21.273
YCR068W,10.6823,37.2268,41.9798,28.4977
YJR049C,13.8054,15.023,12.5767,10.2237
YLR408C,15.9079,21.9366,20.1854,14.9727
YPL042C,15.0764,13.2483,9.07969,7.08259
YCR104W,1.82235,5.42148,1.75388,2.29542
YGL171W,32.8054,19.5131,10.8259,6.46537
YOR112W,9.87441,8.57217,6.88024,3.59225
YER028C,1.69423,2.66822,4.81434,3.96581
YMR051C,0.491945,0.222419,1.34409,7.61719E-08
YIL099W,3.23481,4.45111,5.26231,7.92941
YOR003W,7.58959,11.9961,6.41523,5.10742
YJR094C,0.335872,0.344391,0.126809,0.102426
YDR016C,46.2668,33.7449,37.2092,24.5269
YGR096W,12.7298,18.378,8.79758,5.43293
YBL054W,48.3367,38.16,29.381,26.1964
YMR075W,7.0649,8.06458,8.83065,6.57986
YLR245C,17.3177,17.0506,28.8511,22.6039
YJL010C,35.2211,26.2842,13.4121,7.44098
YDR421W,1.85725,4.07845,3.73683,3.57941
YBR058C-A,401.746,299.479,161.473,91.8196
YHR071W,210.788,210.286,155.043,155.125
YDR097C,6.94207,3.30841,2.49169,1.95935
YLR162W,114.768,183.274,275.199,513.427
YNL130C,47.9638,59.879,40.7694,44.7433
YMR315W,50.0748,222.125,238.696,149.951
YBR086C,81.1251,48.8777,46.7449,30.9807
YHR037W,19.7193,61.1284,32.2635,34.5397
YGR084C,23.2386,45.0347,35.2505,21.7431
YPL164C,1.9056,2.66143,3.94385,3.6606
YHL016C,1.2196,3.25355,7.37088,6.22987
YJL171C,94.6877,147.42,258.373,229.911
YPL045W,11.746,8.70455,6.64341,3.55906
YDR210C-C,0,0,0,0
YMR218C,5.67895,3.6968,2.22952,1.62053
YGR103W,96.2965,82.9688,58.3712,42.5261
YJR086W,3.8832,4.2364,0.646397,1.59185
YMR238W,40.5767,41.2159,52.8912,41.748
YJL028W,0.990146,0.826417,0,0
YBL009W,14.4713,4.86918,3.94035,4.79883
YDL040C,25.922,21.3122,8.02819,3.42575
YLL018C,161.586,124.514,44.5228,25.6602
YBL004W,16.973,15.2516,9.18848,9.89538
YKL212W,78.5548,60.9187,27.6838,14.9195
YML056C,368.339,342.858,196.444,183.035
YEL019C,9.00041,8.09352,7.96729,4.99207
YLR049C,9.35774,3.90237,2.28465,1.59366
YDR101C,117.46,115.593,66.0882,51.4795
YFR031C,4.42928,2.07753,1.44661,0.77828
YBR123C,4.57239,3.28304,3.72642,3.90724
YCR044C,29.3533,30.6469,25.3555,15.1419
YNL094W,18.4235,30.5182,24.2952,28.5444
YJL076W,20.8305,15.9972,14.2404,10.8006
YDR461W,3.44038,12.041,29.3432,88.3169
YGR004W,10.7296,14.8114,14.5623,12.1582
YHR009C,77.189,112.163,85.534,64.1353
YPL247C,4.57283,8.93684,26.1906,35.1571
YBR065C,16.9924,17.2567,20.5097,16.4811
YPL113C,3.68284,4.54765,9.76279,17.0546
YGR005C,19.5435,16.8478,13.5647,17.2208
YLR394W,7.60654,18.4379,13.8913,9.97303
5207,0,0,0,0
YLR136C,1.303,2.66918,1.40897,1.2192
YLR166C,8.6646,6.52996,5.28861,4.07881
YIL023C,27.5625,37.9273,39.7819,28.1632
YDR403W,2.25629,4.11403,1.53242,1.54317
YBR203W,43.3997,71.7715,121.311,114.123
YOR266W,6.28989,10.3161,6.84119,3.06033
YLR363C,20.1277,17.6868,16.9556,13.1815
YHR112C,176.58,102.742,27.5534,17.9009
YNL137C,20.9401,44.1305,35.7122,23.976
YDR251W,7.66808,9.86169,15.298,14.7451
YLR285W,64.0169,49.726,27.1145,14.954
YDL101C,8.17354,1.34509,0.238512,0.410367
YBR298C-A,2.34728,1.78487,0,0.554929
YGR202C,26.1672,34.1824,28.7606,26.1123
YJR029W,23.9299,11.5876,2.95215,2.64699
YKL146W,12.9372,31.1926,51.0405,47.8711
YKL119C,17.3298,15.2991,6.46129,6.39363
YJL137C,7.21637,6.554,10.4778,7.78984
YCR107W,33.5991,54.8843,21.5175,16.9497
YPL255W,5.46837,3.58329,1.99369,0.890316
YHR087W,5.94087,40.4945,363.669,708.848
YNL118C,17.9411,9.73527,5.86561,5.04611
YGL113W,8.05993,6.45726,3.80148,0.933395
YHR047C,16.3607,20.5751,13.1529,7.20867
YEL061C,3.5141,1.13843,0.542628,1.52906
YPL274W,28.7155,28.4633,18.9692,23.1087
YGL225W,340.147,306.072,331.688,281.407
YHR128W,164.417,110.2,61.2603,72.196
YBR287W,53.1599,98.079,174.46,212.042
YLR040C,2.52142,4.72882,1.69049,0.823224
YPL273W,46.2518,33.3803,12.4491,12.1361
YOL092W,139.683,134.191,105.76,87.3395
YNL336W,15.3926,35.297,21.6025,14.3238
YKR105C,0,0,0,0
YML104C,6.36023,3.73568,2.28653,0.622692
YBR033W,2.86804,5.80795,8.51653,7.52398
YML038C,32.9075,34.8431,28.0324,21.8169
YOR204W,109.293,142.583,226.201,308.445
YAL014C,35.3398,40.8279,30.0348,24.7391
YMR056C,5.19113,13.0381,12.6175,8.93611
YIL075C,32.0608,51.4058,44.5252,57.3444
YOL066C,27.3894,30.9751,20.2767,13.9785
YPL096W,7.9168,8.10143,6.78153,3.35951
YER166W,9.10158,13.5689,11.1461,8.69117
YKR071C,390.913,366.039,401.547,427.196
YBR160W,55.728,42.5688,32.8773,16.8063
YDR320C,6.15254,4.46861,2.66103,1.00908
YNL306W,57.2521,129.766,118.699,77.1374
YOR286W,72.2772,143.115,133.82,72.4689
YOL093W,38.2009,28.8322,17.1857,11.2626
YLR377C,2.70372,3.63033,4.56894,4.90294
YGL158W,2.24221,2.05748,1.01839,0.744428
YFR019W,2.11347,1.54439,1.34933,1.40104
YLR054C,0.545412,0.875293,0.347739,0.703547
YDL107W,4.35912,5.11891,6.47953,3.58749
YNL230C,11.8785,15.907,16.7203,8.97129
YOR093C,4.90434,4.77,2.63984,1.10544
YHR176W,7.51645,14.1588,11.4657,11.536
